"symbol","logFC","P.Value","chr","description"
"Hcfc1",0.268612768261509,0.188,"X","host cell factor C1"
"Eif4ebp2",0.268498137904964,0.2528,"10","eukaryotic translation initiation factor 4E binding protein 2"
"Slc8a1",0.268403756426511,0.2564,"17","solute carrier family 8 (sodium/calcium exchanger), member 1"
"Rpl35a",-0.268357754794124,0.3756,"16","ribosomal protein L35A"
"Lrrtm2",0.268294910382354,0.3012,"18","leucine rich repeat transmembrane neuronal 2"
"Zc3hav1l",0.268206858110039,0.1664,"6","zinc finger CCCH-type, antiviral 1-like"
"Cdh8",0.268201703045911,0.114,"8","cadherin 8"
"Zfp39",0.2681222092246,0.01,"11","zinc finger protein 39"
"Snhg12",-0.268109997777993,0.2472,"4","small nucleolar RNA host gene 12"
"Camk2n2",-0.268058925019076,0.226,"16","calcium/calmodulin-dependent protein kinase II inhibitor 2"
"Gpc6",0.268020440228614,0.2664,"14","glypican 6"
"Chm",0.267892243614921,0.1996,"X","choroidermia (RAB escort protein 1)"
"Setd1b",0.267754785244894,0.2172,"5","SET domain containing 1B"
"Cops9",-0.267577703891379,0.1852,"1","COP9 signalosome subunit 9"
"Cpne7",-0.267379001632153,0.362,"8","copine VII"
"Marchf4",0.267250697664356,0.0976,"1","membrane associated ring-CH-type finger 4"
"Plppr4",0.267048702059007,0.0652,"3","phospholipid phosphatase related 4"
"Rrp9",-0.267019125089553,0,"9","ribosomal RNA processing 9, U3 small nucleolar RNA binding protein"
"Hook1",0.266856179613765,0.592,"4","hook microtubule tethering protein 1"
"Cfp",-0.266731922264556,0.4264,"X","complement factor properdin"
"Zc3h12b",0.266652121342267,0.4868,"X","zinc finger CCCH-type containing 12B"
"Col20a1",-0.266633081586252,0.3844,"2","collagen, type XX, alpha 1"
"Gan",0.266491790459044,0.5952,"8","giant axonal neuropathy"
"Ccnq",-0.266439832982576,0.3196,"11","cyclin Q"
"Klhl40",-0.266424066636845,0.2804,"9","kelch-like 40"
"Ranbp2",0.266410042187221,0.3732,"10","RAN binding protein 2"
"Eif3f",-0.266337049502532,0.2912,"7","eukaryotic translation initiation factor 3, subunit F"
"Armcx3",0.266291101581079,0.1792,"X","armadillo repeat containing, X-linked 3"
"Spidr",0.266277752795643,0.0952,"16","scaffolding protein involved in DNA repair"
"Pef1",-0.266245165616405,0.258,"4","penta-EF hand domain containing 1"
"Gemin7",-0.266141706092384,0.2824,"7","gem nuclear organelle associated protein 7"
"Gabrb1",0.266140890546406,0.0616,"5","gamma-aminobutyric acid (GABA) A receptor, subunit beta 1"
"Mfsd2a",0.265933227439764,0.1396,"4","major facilitator superfamily domain containing 2A"
"Npepl1",-0.265709060450327,0.0684,"2","aminopeptidase-like 1"
"Il33",-0.265622912362526,0.4344,"19","interleukin 33"
"Ap1s1",-0.265533841804976,0.3496,"5","adaptor protein complex AP-1, sigma 1"
"Hey2",0.265290119803432,0.3212,"10","hairy/enhancer-of-split related with YRPW motif 2"
"Timm9",-0.265224352863807,0.122,"12","translocase of inner mitochondrial membrane 9"
"Exosc3",0.265026767269969,0.1232,"4","exosome component 3"
"Bicd1",0.2650171407199,0.1796,"6","BICD cargo adaptor 1"
"Stard3nl",-0.264769189402597,0.1284,"13","STARD3 N-terminal like"
"Slc25a18",-0.264741495533534,0.3552,"6","solute carrier family 25 (mitochondrial carrier), member 18"
"Rasgef1b",0.26466396312298,0.1128,"5","RasGEF domain family, member 1B"
"Ccdc50",0.264505087068556,0.1976,"16","coiled-coil domain containing 50"
"Abca8a",-0.26444529775993,0.4352,"11","ATP-binding cassette, sub-family A (ABC1), member 8a"
"Pam16",-0.264439160366981,0.2976,"16","presequence translocase-asssociated motor 16"
"Capza1",0.264408508227255,0.1396,"3","capping actin protein of muscle Z-line subunit alpha 1"
"Racgap1",0.264326313664116,0.374,"15","Rac GTPase-activating protein 1"
"Pip5k1b",0.264107605243091,0.01,"19","phosphatidylinositol-4-phosphate 5-kinase, type 1 beta"
"Atf4",-0.264013263347512,0.366,"15","activating transcription factor 4"
"Entpd7",0.264012280931778,0.1756,"19","ectonucleoside triphosphate diphosphohydrolase 7"
"Pola2",0.263982474561041,0,"19","polymerase (DNA directed), alpha 2"
"Cpeb3",0.263953212414491,0.274,"19","cytoplasmic polyadenylation element binding protein 3"
"Topors",0.263830978303838,0.1012,"4","topoisomerase I binding, arginine/serine-rich"
"Cep128",0.263825895023742,0.1488,"12","centrosomal protein 128"
"Flt3",-0.263797487522116,0.3176,"5","FMS-like tyrosine kinase 3"
"Tnpo1",0.263680395594632,0.5016,"13","transportin 1"
"Spock1",0.263662129164088,0.0812,"13","sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1"
"Sp4",0.263534443881418,0.124,"12","trans-acting transcription factor 4"
"Pcnx",0.263495853139372,0.1888,"12","pecanex homolog"
"Dmxl1",0.263484707125305,0.3152,"18","Dmx-like 1"
"Tmem121",-0.263453371867394,0.1848,"12","transmembrane protein 121"
"Snrpc",-0.26341879177526,0.266,"17","U1 small nuclear ribonucleoprotein C"
"Blvrb",-0.263247771642013,0.4548,"7","biliverdin reductase B (flavin reductase (NADPH))"
"Hr",0.263233893907728,0.3084,"14","lysine demethylase and nuclear receptor corepressor"
"Rhpn1",-0.263149338777787,0.1632,"15","rhophilin, Rho GTPase binding protein 1"
"Tssc4",-0.263106978244227,0.2332,"7","tumor-suppressing subchromosomal transferable fragment 4"
"Vcpip1",0.262882557346273,0.106,"1","valosin containing protein (p97)/p47 complex interacting protein 1"
"Elp5",-0.262861545372569,0.3276,"11","elongator acetyltransferase complex subunit 5"
"Fam78a",-0.262828029950703,0.1024,"2","family with sequence similarity 78, member A"
"Gpn2",-0.262702852959308,0.3204,"4","GPN-loop GTPase 2"
"Peg3",0.262676914832539,0.6608,"7","paternally expressed 3"
"Lcorl",0.262557369873123,0.3136,"5","ligand dependent nuclear receptor corepressor-like"
"Lcorl",0.262557369873123,0.3136,"5","ligand dependent nuclear receptor corepressor-like"
"Robo2",0.262477196281275,0.1772,"16","roundabout guidance receptor 2"
"Cd74",-0.262387678004251,0.7628,"18","CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"
"Rcan2",0.262385920814454,0.166,"17","regulator of calcineurin 2"
"Sec24a",0.262380710642226,0.1824,"11","Sec24 related gene family, member A (S. cerevisiae)"
"Rnf149",0.262366015966,0.1028,"1","ring finger protein 149"
"Crhbp",-0.262303473772088,0.434,"13","corticotropin releasing hormone binding protein"
"Slc25a39",-0.262252711958582,0.444,"11","solute carrier family 25, member 39"
"Pom121",0.262065132921086,0.3204,"5","nuclear pore membrane protein 121"
"Prox1",0.262058209986636,0.046,"1","prospero homeobox 1"
"Tob1",0.262037624560121,0,"11","transducer of ErbB-2.1"
"Trp53bp1",0.262020438993254,0.2132,"2","transformation related protein 53 binding protein 1"
"Ppat",0.262020317381052,0.1252,"5","phosphoribosyl pyrophosphate amidotransferase"
"Gm11696",-0.261945543847274,0.3084,"11","predicted gene 11696"
"Chchd1",-0.261918850721243,0.3012,"14","coiled-coil-helix-coiled-coil-helix domain containing 1"
"Slmap",0.261910154886198,0.0524,"14","sarcolemma associated protein"
"Trmt12",0.261848870450726,0.0772,"15","tRNA methyltransferase 12"
"Fance",-0.261825165160234,0.1032,"17","Fanconi anemia, complementation group E"
"Gm16861",-0.261822473320341,0.5744,"16","predicted gene, 16861"
"Dnm3",0.261537631528255,0.1656,"1","dynamin 3"
"Atp5mpl",-0.261325347971317,0.2084,"12","ATP synthase membrane subunit 6.8PL"
"Anapc13",-0.261264912637504,0.4448,"9","anaphase promoting complex subunit 13"
"H2-K1",-0.261249090583527,0.13,"17","histocompatibility 2, K1, K region"
"Uprt",0.261020489158501,0.0512,"X","uracil phosphoribosyltransferase"
"Gas5",-0.26080251288472,0.3976,"1","growth arrest specific 5"
"Amacr",-0.260787538973808,0.1236,"15","alpha-methylacyl-CoA racemase"
"Polr2l",-0.260646952735283,0.3312,"7","polymerase (RNA) II (DNA directed) polypeptide L"
"Neto1",0.260556612284072,0.1212,"18","neuropilin (NRP) and tolloid (TLL)-like 1"
"Fis1",-0.26050566372,0.398,"5","fission, mitochondrial 1"
"Fam118b",-0.260478032053346,0.176,"9","family with sequence similarity 118, member B"
"Heca",0.260451844847633,0.3436,"10","hdc homolog, cell cycle regulator"
"Nhlrc2",0.260307876019653,0.4476,"19","NHL repeat containing 2"
"Ube2f",-0.260227194816349,0.0392,"1","ubiquitin-conjugating enzyme E2F (putative)"
"Hscb",-0.260172803444043,0.2132,"5","HscB iron-sulfur cluster co-chaperone"
"Hps1",-0.260127358250478,0.3708,"19","HPS1, biogenesis of lysosomal organelles complex 3 subunit 1"
"Nt5c1a",0.260108933167172,0.6608,"4","5'-nucleotidase, cytosolic IA"
"Mrpl43",-0.260052470736545,0.292,"19","mitochondrial ribosomal protein L43"
"Celsr1",-0.259855713733442,0.0536,"15","cadherin, EGF LAG seven-pass G-type receptor 1"
"Gsg1l",-0.259715256500256,0.2688,"7","GSG1-like"
"Pcsk1",0.259714790881932,0.4688,"13","proprotein convertase subtilisin/kexin type 1"
"Gng13",-0.259562582785187,0.4844,"17","guanine nucleotide binding protein (G protein), gamma 13"
"Slc37a1",-0.259536607562674,0.1624,"17","solute carrier family 37 (glycerol-3-phosphate transporter), member 1"
"Ndufs3",-0.259508410130592,0.2348,"2","NADH:ubiquinone oxidoreductase core subunit S3"
"Arv1",-0.259380532578217,0.1332,"8","ARV1 homolog, fatty acid homeostasis modulator"
"Strn",0.259345790988257,0.108,"17","striatin, calmodulin binding protein"
"Iqub",-0.259341912877368,0.3936,"6","IQ motif and ubiquitin domain containing"
"Arl2",-0.259314653257825,0.3876,"19","ADP-ribosylation factor-like 2"
"Vps28",-0.259229526116728,0.272,"15","vacuolar protein sorting 28"
"Rfwd3",0.259204108066383,0.0532,"8","ring finger and WD repeat domain 3"
"Nipsnap3b",-0.259141319002678,0.0484,"4","nipsnap homolog 3B"
"Herc6",0.259034954419419,0.2144,"6","hect domain and RLD 6"
"Hspg2",-0.25901034981226,0.4128,"4","perlecan (heparan sulfate proteoglycan 2)"
"Mid1ip1",-0.258972017637479,0.1784,"X","Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))"
"Snrpe",-0.258961549596647,0.3144,"1","small nuclear ribonucleoprotein E"
"Mdk",-0.258860878130905,0.4056,"2","midkine"
"Hypk",-0.258857485173134,0.3076,"2","huntingtin interacting protein K"
"Pmm2",-0.258709260278095,0.2144,"16","phosphomannomutase 2"
"Arl6ip4",-0.25867536833432,0.2932,"5","ADP-ribosylation factor-like 6 interacting protein 4"
"Gm15663",-0.258471353454415,0.142,"10","predicted gene 15663"
"Rbpms2",-0.258456236587417,0.2148,"9","RNA binding protein with multiple splicing 2"
"Castor2",0.258456140322205,0.0976,"5","cytosolic arginine sensor for mTORC1 subunit 2"
"Agtpbp1",0.258443795057824,0.0972,"13","ATP/GTP binding protein 1"
"Agtpbp1",0.258443795057824,0.0972,"13","ATP/GTP binding protein 1"
"Rbm38",-0.258426419743821,0.2652,"2","RNA binding motif protein 38"
"Mgat5",0.258423254936901,0.6112,"1","mannoside acetylglucosaminyltransferase 5"
"Mthfd1l",-0.258412006632656,0.1028,"10","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like"
"Rpl31",-0.258355716143999,0.4752,"1","ribosomal protein L31"
"Cetn4",0.258310970961114,0.0344,"3","centrin 4"
"Klf4",-0.258300295819515,0.58,"4","Kruppel-like factor 4 (gut)"
"Wbp1",-0.258110390069192,0.2332,"6","WW domain binding protein 1"
"Cisd1",-0.257982545748916,0.1992,"10","CDGSH iron sulfur domain 1"
"Mettl27",-0.257978849557224,0.0744,"5","methyltransferase like 27"
"Slc52a2",-0.257933830694768,0.1148,"15","solute carrier protein 52, member 2"
"Zfp267",0.257916765356027,0.0692,"3","zinc finger protein 267"
"Eng",-0.257914646037123,0.2692,"2","endoglin"
"Rps6ka1",-0.257815353722664,0.13,"4","ribosomal protein S6 kinase polypeptide 1"
"Fam222a",0.257556022615541,0.1664,"5","family with sequence similarity 222, member A"
"Pclo",0.257522663443938,0.3184,"5","piccolo (presynaptic cytomatrix protein)"
"Taldo1",-0.257492696001481,0.336,"7","transaldolase 1"
"Pex16",-0.257254770407389,0.1432,"2","peroxisomal biogenesis factor 16"
"Sall3",0.256969614456934,0.24,"18","spalt like transcription factor 3"
"Trps1",0.256885575903301,0.1808,"15","transcriptional repressor GATA binding 1"
"Ucp2",-0.256746025560412,0.5392,"7","uncoupling protein 2 (mitochondrial, proton carrier)"
"Atf6",0.256734927012001,0.1536,"1","activating transcription factor 6"
"Cyth4",0.256721847060121,0.0832,"15","cytohesin 4"
"Pold1",-0.256698159013399,0.0256,"7","polymerase (DNA directed), delta 1, catalytic subunit"
"Myt1",0.256645923324871,0.1776,"2","myelin transcription factor 1"
"Zfp688",-0.256589665051096,0.3756,"7","zinc finger protein 688"
"Vps37a",0.256538535899565,0.2196,"8","vacuolar protein sorting 37A"
"Csrnp2",0.256381112283813,0.0536,"15","cysteine-serine-rich nuclear protein 2"
"Usf3",0.256378689247813,0.2884,"16","upstream transcription factor family member 3"
"Plcb1",0.256047271246734,0.0908,"2","phospholipase C, beta 1"
"Nudt3",-0.255934807942165,0.3532,"17","nudix (nucleotide diphosphate linked moiety X)-type motif 3"
"Gapdhs",-0.255932149285873,0.026,"7","glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
"Parm1",0.255819222122653,0.5916,"5","prostate androgen-regulated mucin-like protein 1"
"Pcdha12",-0.25573734070153,0.786,"18","protocadherin alpha 12"
"Zfp438",0.255461193490852,0.19,"18","zinc finger protein 438"
"Slc39a12",0.255460182499389,0.256,"2","solute carrier family 39 (zinc transporter), member 12"
"Acvrl1",-0.255453010121454,0.3588,"15","activin A receptor, type II-like 1"
"Bnip1",-0.255443386485722,0.274,"17","BCL2/adenovirus E1B interacting protein 1"
"Grm5",0.255420227673023,0.0844,"7","glutamate receptor, metabotropic 5"
"Myt1l",0.25536629319169,0.2452,"12","myelin transcription factor 1-like"
"Aamdc",-0.255285869679457,0.2088,"7","adipogenesis associated Mth938 domain containing"
"Ralgapa1",0.255080756886825,0.2912,"12","Ral GTPase activating protein, alpha subunit 1"
"Mpst",-0.255013377581689,0.3552,"15","mercaptopyruvate sulfurtransferase"
"Camsap2",0.254951077899004,0.1104,"1","calmodulin regulated spectrin-associated protein family, member 2"
"Dhrs7b",-0.254934153302559,0.3252,"11","dehydrogenase/reductase (SDR family) member 7B"
"Erc2",0.254764479515734,0.082,"14","ELKS/RAB6-interacting/CAST family member 2"
"Grin2b",0.254751871379002,0.414,"6","glutamate receptor, ionotropic, NMDA2B (epsilon 2)"
"Oxr1",0.254689978316858,0.3144,"15","oxidation resistance 1"
"Dus2",-0.254406746146681,0.028,"8","dihydrouridine synthase 2"
"H1f2",-0.254201368037617,0.168,"13","H1.2 linker histone, cluster member"
"Pcdhgc4",0.254124375870717,0.6516,"18","protocadherin gamma subfamily C, 4"
"2310009B15Rik",-0.254098703380069,0.3192,"1","RIKEN cDNA 2310009B15 gene"
"Stk32b",0.254094163539247,0.2176,"5","serine/threonine kinase 32B"
"Tmem132d",0.254085242672437,0.7184,"5","transmembrane protein 132D"
"Taf10",-0.253768553101651,0.3408,"7","TATA-box binding protein associated factor 10"
"Shmt2",-0.253529761453372,0.0504,"10","serine hydroxymethyltransferase 2 (mitochondrial)"
"Wdfy3",0.253502493957875,0.2312,"5","WD repeat and FYVE domain containing 3"
"Man2c1",-0.25350024270597,0.2416,"9","mannosidase, alpha, class 2C, member 1"
"Bod1l",0.253414649822533,0.2748,"5","biorientation of chromosomes in cell division 1-like"
"Zfyve21",-0.253146251689116,0.3568,"12","zinc finger, FYVE domain containing 21"
"Adcy1",0.253144393480154,0.0412,"11","adenylate cyclase 1"
"Sfi1",-0.25311945019084,0.4372,"11","Sfi1 homolog, spindle assembly associated (yeast)"
"Kcnd3",0.252950954604188,0.1016,"3","potassium voltage-gated channel, Shal-related family, member 3"
"Dpcd",-0.252857816716899,0.2284,"19","deleted in primary ciliary dyskinesia"
"Minar2",-0.252813235528869,0.1236,"18","membrane integral NOTCH2 associated receptor 2"
"Spaca6",-0.252808791765829,0.3708,"17","sperm acrosome associated 6"
"Borcs8",-0.252747066161842,0.094,"8","BLOC-1 related complex subunit 8"
"Homez",0.252692554266285,0.2808,"14","homeodomain leucine zipper-encoding gene"
"Ndufa13",-0.252678166714357,0.3352,"8","NADH:ubiquinone oxidoreductase subunit A13"
"Slc4a5",0.252656801593666,0.966,"6","solute carrier family 4, sodium bicarbonate cotransporter, member 5"
"Cox6a1",-0.252642415141652,0.4796,"5","cytochrome c oxidase subunit 6A1"
"Zeb2",0.25243849706205,0.1216,"2","zinc finger E-box binding homeobox 2"
"Rngtt",0.25241180344469,0.0272,"4","RNA guanylyltransferase and 5'-phosphatase"
"Mien1",-0.252402027002235,0.3244,"11","migration and invasion enhancer 1"
"Atxn1l",0.252388113589067,0.2488,"8","ataxin 1-like"
"Cep85l",0.252352178812241,0.2832,"10","centrosomal protein 85-like"
"Pcdhgb1",0.252316087918241,0.546,"18","protocadherin gamma subfamily B, 1"
"Lpgat1",0.252251601388718,0.1112,"1","lysophosphatidylglycerol acyltransferase 1"
"Ago2",0.25212695146849,0.5508,"15","argonaute RISC catalytic subunit 2"
"Ccdc13",-0.252086761029742,0.3264,"9","coiled-coil domain containing 13"
"Rwdd2a",-0.25208555319861,0.0764,"9","RWD domain containing 2A"
"Ifrd2",-0.25199152527048,0.0992,"9","interferon-related developmental regulator 2"
"Klhl33",-0.251895916468277,0.2392,"14","kelch-like 33"
"Sox11",0.251670192883321,0.1616,"12","SRY (sex determining region Y)-box 11"
"Fah",-0.251578697029053,0.0896,"7","fumarylacetoacetate hydrolase"
"Copz2",-0.251467368381828,0.4432,"11","coatomer protein complex, subunit zeta 2"
"Rlbp1",-0.251416102538568,0.344,"7","retinaldehyde binding protein 1"
"Hecw2",0.251401660375121,0.2708,"1","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
"Gap43",-0.251388612512103,0.1336,"16","growth associated protein 43"
"Rps21",-0.251356020696778,0.4568,"2","ribosomal protein S21"
"Dhodh",-0.251247885613444,0.13,"8","dihydroorotate dehydrogenase"
"Zfp747",0.251196383715902,0.2208,"7","zinc finger protein 747"
"Romo1",-0.251154526694812,0.42,"2","reactive oxygen species modulator 1"
"Plekhd1",0.251124396684726,0.4624,"12","pleckstrin homology domain containing, family D (with coiled-coil domains) member 1"
"Tnni1",-0.251005085911609,0.6068,"1","troponin I, skeletal, slow 1"
"Sik2",0.250979489592883,0.5996,"9","salt inducible kinase 2"
"Lonrf3",0.250824766425763,0.064,"X","LON peptidase N-terminal domain and ring finger 3"
"Gm36742",-0.250750358506768,0.496,"16","predicted gene, 36742"
"Rps13",-0.250671089613086,0.3364,"7","ribosomal protein S13"
"Zfp839",0.250657409997064,0.232,"12","zinc finger protein 839"
"Rpp40",0.250610422947853,0.076,"13","ribonuclease P 40 subunit"
"Prkci",0.250494528230852,0.1112,"3","protein kinase C, iota"
"Zc2hc1a",0.25048949040347,0.0292,"3","zinc finger, C2HC-type containing 1A"
"Mt1",0.250449443460051,0.442,"8","metallothionein 1"
"Snta1",-0.250371837366219,0.2724,"2","syntrophin, acidic 1"
"Mboat1",-0.250227175591304,0.5292,"13","membrane bound O-acyltransferase domain containing 1"
"Arhgap18",0.25012037860202,0.292,"10","Rho GTPase activating protein 18"
"Krt9",-0.249988099235952,0.188,"11","keratin 9"
"Plxnc1",0.249910660659946,0.0912,"10","plexin C1"
"Atg16l2",-0.249696860260996,0.0628,"7","autophagy related 16-like 2 (S. cerevisiae)"
"Tnks",0.249690968535939,0.5416,"8","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase"
"Acvr2a",0.249376125715326,0.1316,"2","activin receptor IIA"
"Clasrp",-0.249324169125254,0.2332,"7","CLK4-associating serine/arginine rich protein"
"Mrpl40",-0.249225753174732,0.1452,"16","mitochondrial ribosomal protein L40"
